ORIGIN,DEST,DISTANCE
YIP,LGA,511
ADW,JAX,635
COS,HOU,829
HOU,ADW,1225
ORD,PVU,1245
RSW,ADW,892
ADW,CMH,333
ADW,OMA,1021
MLI,ADW,744
SMF,BED,2620
RIC,NQX,927
DTW,SBA,2037
FRG,BZN,1917
BED,MEM,1129
HOU,MRY,1607
MRY,HOU,1607
BED,LNK,1318
GNV,MKE,966
LNK,INT,952
MFR,MLI,1660
MHT,OMA,1257
MKE,GNV,966
MLI,MFR,1660
OAK,MHT,2665
BFI,EWR,2401
TOL,PIT,201
DTW,EGE,1243
EGE,COS,133
MLB,AEX,749
LWS,BFI,262
CLL,SHV,197
LUK,MGW,244
MGW,LUK,244
PGV,LGA,403
CEF,LUK,659
LUK,CEF,659
LUK,STL,322
LUK,TPA,775
TPA,LUK,775
PTK,ELP,1464
GTR,PTK,695
ADS,LEX,772
ALB,CLL,1500
BFI,LGA,2412
BJI,FSD,285
CLE,ILN,171
CMH,BED,627
DLH,BED,1070
FAR,IDA,779
FAT,CAE,2174
FOE,LIT,348
FSD,BJI,285
IDA,BFI,568
ILN,LUK,40
LGA,ORH,146
LNK,LIT,490
MKC,DRO,729
ORH,DLH,1048
PUB,SUX,513
RDU,FAT,2267
SEA,ACV,456
SUX,BJI,360
SUX,DRO,704
CAE,FRG,631
FRG,CLT,560
YIP,AVP,408
STC,PTK,565
BRO,RMG,936
RMG,PTK,581
RNT,PHX,1107
PBI,ILM,539
PHX,DYS,709
DYS,DFW,168
SAT,LWS,1533
LBB,PSP,845
BWI,ABI,1370
CLE,ABI,1162
BWI,ACT,1269
FLL,AMA,1426
JFK,AMA,1564
JFK,XNA,1150
SRQ,BUF,1093
ELP,SFB,1514
ISO,MSY,823
LGB,ALB,2459
SAN,SWF,2428
SHD,BGR,689
MCO,SRQ,104
AUS,BUF,1366
CAK,SFB,837
SFB,CAK,837
BNA,PIB,356
ELP,PKB,1492
FAT,TUL,1324
HPN,DAB,918
ISO,PIB,728
PIB,BNA,356
PIB,ISO,728
PKB,ELP,1492
TUL,FAT,1324
OAK,SWF,2548
ADS,FLL,1110
CAK,EUG,2121
MSN,PHL,764
BFI,BJC,1005
BJC,SLC,367
PBI,ORH,1171
LWS,SAT,1533
IAH,HTS,931
BWI,CHA,551
DEN,TLH,1318
PDX,FAR,1233
PHX,LSE,1328
TUS,JAN,1220
VLD,MBS,880
MBS,VLD,880
FSD,TUS,1105
BTV,JAN,1239
PHL,PSP,2304
LAX,GRB,1767
DFW,DAB,981
DAY,ABI,1005
FAT,AFW,1296
IND,ACT,830
PHX,FAI,2638
SDF,CKB,307
MYR,PGD,500
RSW,SPI,1024
FSM,GPT,458
CHS,CMI,672
CMI,CHS,672
CMI,PHF,668
DAB,PHF,608
LYH,ABE,306
MFD,LYH,300
MYR,STT,1364
PHF,TLH,648
SDF,DAB,676
SDF,MFD,251
STT,MYR,1364
TLH,CMI,701
TLH,PHF,648
BWI,DHN,734
DAB,ISP,918
DHN,GPT,224
SBN,GYY,57
SWO,TUS,841
IAH,PGV,1113
MKC,PHX,1046
DEN,GRK,718
ORF,OKC,1199
SMF,AFW,1413
COS,GRK,660
TOL,RIC,446
ABI,MEI,639
ABI,MKC,544
CAE,DAL,912
DAB,MLB,78
GNV,ABI,1048
GPT,MEI,134
GTR,PVD,1098
MEI,ABI,639
MEI,GPT,134
SFB,TLH,218
GTR,SDF,363
IAD,MHK,1032
MHK,IAD,1032
PVD,GTR,1098
GNV,PHX,1767
LAF,OMA,473
OMA,LAF,473
PHX,LAN,1618
TOL,GNV,825
CVG,SJC,2017
BKL,DEN,1209
ADW,PSM,432
BWI,FSD,1084
MIA,ADW,919
BOS,TWF,2199
HOU,ORD,945
BZN,SUX,770
SUX,BZN,770
MEM,SPS,491
SJC,ABI,1306
CLT,ACT,972
TPA,SPS,1032
HSV,ABI,760
SMF,LBB,1155
PSP,MAF,841
SAT,AFW,248
FWH,DFW,25
RIC,GGG,1046
BKL,PHX,1747
HTS,GPT,662
HTS,ISO,345
ISO,HTS,345
BRD,IFP,1316
ABQ,MSO,907
BOS,ADW,394
IFP,RDM,719
LAS,SWO,1009
MSO,STL,1324
MSP,LUK,603
LSV,MSP,1288
MSP,RCA,491
RCA,LSV,833
MSP,GNV,1206
TLH,SJC,2198
BWI,ESC,698
ESC,BWI,698
PHL,RDD,2460
RDD,MSP,1502
SEA,MOD,682
MSO,PHX,937
CAE,LAS,1926
CWF,SLC,1284
ELP,MSN,1216
MSN,ELP,1216
RDU,LWS,2098
SLC,CWF,1284
GNV,LFT,584
LFT,GNV,584
LUK,PSM,760
PUW,LGU,430
PGV,IAH,1113
HUF,GRB,350
MWA,HUF,149
AMA,CAK,1169
AMA,RSW,1324
CAK,AMA,1169
ARA,DFW,362
FLL,ARA,766
MSP,ARA,1026
SJC,CLL,1535
BDL,ICT,1345
BOS,AFW,1572
LGA,GGG,1291
MIA,GGG,982
SFO,AFW,1447
SNA,OKC,1160
BDL,SAT,1673
STX,FLL,1140
IFP,BRD,1316
BMG,PDX,1878
PIT,LAN,275
GCC,IFP,795
LAW,TUL,182
BIL,YKM,578
ABQ,BED,1960
FNL,SDF,1043
RNO,NJK,514
MDT,GJT,1686
OMA,TLH,991
ADW,FNL,1499
FNL,LYH,1403
LYH,ADW,163
TOL,TUS,1630
MYR,LCH,874
MYR,SJC,2416
DEN,SYR,1492
BOI,LAN,1590
COU,PHX,1165
LGU,MSN,1151
MSN,LGU,1151
PUW,DEN,785
PIB,BOI,1685
GSO,TCL,480
PDX,BMG,1878
BOI,JFK,2167
BWI,LGB,2318
SLC,CSG,1599
PVU,ELP,652
TLH,JFK,922
JFK,PGV,397
GEG,PIT,1901
OAK,PIE,2378
BWI,MIE,471
MIE,TPA,861
PDX,RAP,964
ATL,PVU,1571
PVU,SAN,599
PDX,SWF,2414
BWG,GRB,527
LWS,SHV,1559
SHV,LWS,1559
SHV,MQY,485
GRR,EUG,1879
MSP,EIL,2443
ATY,BTR,1044
BTR,ATY,1044
CHO,SHV,952
EUG,GRR,1879
MSP,NUQ,1580
SHV,CHO,952
DCA,DEC,637
DEC,MSP,413
ISP,BZN,1931
LNK,DFW,549
MSP,ISP,1057
PVU,LWS,501
BZN,ISP,1931
ISP,FSD,1224
JFK,CLL,1442
FLL,SPS,1224
LBB,LAX,953
SEA,GRK,1719
PBI,SGF,1065
SGF,PBI,1065
BWI,BFI,2334
DTW,PVU,1478
PIE,SEA,2516
BKL,PIE,940
ELP,PVU,652
BFI,BOS,2494
MDW,CWA,228
LRD,MBS,1397
IFP,LAN,1687
BWI,MGM,723
SFO,TOL,2059
ABQ,CMH,1342
ORF,SJU,1414
CVG,LAF,153
PGV,LEX,433
BWI,NIP,679
PHX,GNV,1767
ISP,DTW,540
MGM,BWI,723
ALB,AGS,784
COS,CAE,1353
ORF,SFO,2519
DFW,PIE,922
ORF,CKB,275
LAX,DLH,1632
BWI,MBS,489
TUP,AUS,592
ACT,MLU,311
RSW,ABE,1038
TUS,SWO,841
LSF,AUS,764
ACT,MSP,941
DFW,STC,887
HUF,BNA,232
ABQ,ROA,1492
LAN,AZA,1605
MSP,RDD,1502
RDD,MDT,2376
SAT,BIS,1195
JFK,LAL,990
SAV,OKC,969
AEX,RNO,1629
PVD,N1C,556
RNO,AEX,1629
BFM,MQY,382
BWG,BWG,0
FNL,DFW,683
GCN,DFW,887
LFT,MQY,510
LGU,AUS,1124
MQY,BFM,382
MQY,LFT,510
MSP,LGU,960
CAK,GRK,1139
DFW,CAK,1023
GTF,PSC,376
GEG,PSP,953
MCO,GTF,2080
ORD,JNU,2297
PHL,BOI,2113
LWS,PVU,501
PVU,PUW,525
PVU,SEA,726
LAS,PUW,743
LWS,LAS,717
BIL,BOS,1866
AVL,LRD,1135
SAT,CMH,1140
CHA,MI2,534
CPR,BFI,834
AUS,PUW,1545
PUW,AUS,1545
RDM,IFP,719
EWR,ILM,488
GTF,YKM,438
JFK,STC,1077
LWS,TOL,1675
LYH,LAN,472
LYH,MSP,896
TOL,LWS,1675
CLL,LIT,374
LIT,COU,282
LIT,STJ,378
MSP,STJ,363
SMX,CLL,1431
STJ,CLL,638
STJ,LIT,378
CLL,SMX,1431
IFP,MSO,812
FAR,ROC,971
FOE,MSY,690
RIC,PDX,2379
ADW,COS,1496
DSM,ADW,907
MCI,SJT,637
SGF,MIA,1102
SJT,MSP,1012
ISP,DFW,1428
OMA,ISP,1188
IAD,MCW,877
LAW,MSP,763
MCW,IAD,877
CDC,PDX,732
CVG,BFM,612
DCA,DOV,87
DCA,MWA,655
DOV,MSP,994
ESC,IAD,679
IAD,ESC,679
LAX,IFP,235
MSO,TRI,1775
MSP,SWO,635
MWA,DCA,655
PDX,CDC,732
SWO,LFT,506
TRI,MSO,1775
BED,LAN,677
LAN,BED,677
BED,ONT,2552
BOI,SCK,471
BUF,INT,476
BWI,MWA,676
CID,ORF,897
DQK,BWI,340
DSM,HOU,825
FAR,BWI,1147
GRR,LCK,251
HOU,INT,981
HOU,JQF,937
INT,FTW,1003
INT,OCF,494
INT,OMA,917
JFK,INT,468
LAF,JAX,745
LCK,ANB,459
MCO,MHR,2391
MCO,SCE,878
MHR,HPN,2507
MIA,PWM,1353
MIB,SWO,873
MIE,SCE,399
MWA,JQF,490
OCF,FAR,1455
OCF,MIE,784
OKC,OCF,995
ORF,LAN,602
ORF,SMF,2462
PHX,MWA,1325
ROA,YNG,274
SCE,MCO,878
SCE,SWF,200
SJC,LAF,1886
SMF,ORF,2462
TOL,SJC,2042
SJU,ANB,1611
BDL,FRG,92
GRK,OAK,1462
IND,CRP,1044
LCK,DSM,576
LCK,JAX,646
LCK,LAX,1993
MHT,N1C,627
MIA,N1C,659
MIA,TIX,190
MTJ,MCI,712
NKX,SJC,412
OAJ,JAX,382
ORH,ORH,0
PGD,JAX,247
RIV,BFI,978
ROA,MCO,618
SCE,DSM,825
SCE,MSY,1023
SDF,PHF,512
TIX,MCO,32
PSE,PHL,1593
EKO,LAS,329
EVV,MSP,557
GPT,HPN,1131
GPT,SMF,1929
HPN,GPT,1131
IND,CRW,269
INT,DAB,482
JAC,LAS,570
LAW,MLI,641
LAX,ELP,714
LSV,OMA,1088
MLI,SPI,119
NQX,MSP,1542
PSM,DQK,255
PWM,DFW,1622
RDU,CRW,232
RNO,EKO,229
SMF,GPT,1929
SPI,BTR,647
VCV,AMA,890
VCV,BTR,1552
MKE,SJU,2119
SJU,BNA,1753
SJU,OKC,2257
ABQ,LRD,667
ACT,TOL,1013
BHM,FRG,885
BMI,FLL,1113
BMI,SAT,928
BOS,CMI,913
CAE,LAF,550
CID,BUF,667
CLL,CVG,883
CLL,MIA,1034
CLL,OMA,739
CMI,JFK,766
CMI,LEX,241
CMI,ROA,486
DAY,BTV,649
DAY,CLL,938
DAY,PIB,649
FAT,ISP,2502
FLL,BMI,1113
HOP,CLT,380
HPN,MHK,1220
JQF,BMI,569
LAF,CAE,550
LAF,ILG,603
LAW,ATL,804
LAW,SDF,749
LIT,FOE,348
LYH,SBN,485
MHK,PKB,816
NYL,FAT,406
NYL,MFE,1082
PIB,PIT,804
PKB,STL,482
SVN,IND,605
SVN,MIA,431
SVN,SDF,498
SZL,MKE,415
ADW,IAD,33
AGS,MSY,541
BDL,SCE,279
BIF,SFO,992
CHA,MGM,201
CRP,TUL,588
DPG,LAS,309
DPG,MIA,2123
EVV,GRB,446
GRB,MIA,1361
GRK,MCI,594
INT,FLL,693
INT,LAF,469
INT,PIT,301
JFK,FRG,20
JQF,LWB,171
LAW,LAS,950
LEX,AGS,354
LUK,EVV,184
LUK,LWB,234
LWB,CAE,273
LWB,LUK,234
MOB,HTS,620
SCE,CAE,509
ALB,CVG,623
ANB,LAW,723
CIU,TTN,638
CLT,RCA,1326
DLH,CIU,370
GPT,TTN,1052
GSP,ORH,755
HOP,SLC,1348
INT,INT,0
ITH,RDU,473
LAW,BWI,1243
MHT,BHM,1051
RCA,EWR,1491
RCA,MCI,547
RIV,ALO,1472
TCM,BHM,2081
TCM,MIA,2725
TTN,PHF,235
ANC,MTJ,2379
AVL,AVP,550
BFM,RIC,777
BIF,AFW,535
BIF,MEM,972
DAL,MTJ,733
DSM,TCL,663
EIL,LEX,3085
GRB,CAE,818
INT,ROW,1394
JQF,HPN,546
LSE,AFW,819
MIB,SAT,1312
MTJ,DAL,733
MTJ,SAT,821
NGU,TCL,690
RAP,DSM,508
RIC,BFM,777
SAT,LEX,988
SAT,MTJ,821
SVN,AUS,987
TCM,ATL,2185
VBG,HNL,2444
VCV,VBG,183
AFW,CID,686
ALO,IAB,427
BDL,CLL,1529
BIF,RIC,1693
BMG,CMI,108
BMG,PAE,1871
BMG,RDU,485
CHS,JQF,176
CHS,LCK,503
CLT,CSG,295
CSG,CHS,287
GSO,SCE,347
IAB,MIA,1286
INT,SAT,1152
ISP,BMG,726
JQF,SHD,222
JQF,VPS,478
LCK,AFW,928
LCK,MSN,404
LCK,SYR,421
MCO,CID,1097
ONT,GSO,2126
ONT,JFK,2429
ONT,YIP,1925
PHF,LCK,395
PHX,LAF,1463
PSM,BED,48
PVD,LCK,617
RIC,BIF,1693
SCE,JQF,408
SFB,ALO,1137
SHD,JQF,222
SMF,JQF,2253
BWI,STT,1598
ATL,RNO,1993
LBB,FLL,1398
RIV,LAS,193
FWA,TYR,820
ILM,JQF,177
MIA,FWA,1084
TYR,FWA,820
BTR,BWI,1014
BWI,DOV,65
CHO,FTW,1125
CLE,JQF,420
CSG,OKC,753
FRG,CRW,466
FTW,CHO,1125
GRK,JQF,1034
GSP,MIE,408
INT,MSY,719
INT,SCE,350
JQF,ROA,140
LAF,TUL,566
LAN,INT,514
LAS,BMI,1453
LAS,MIE,1638
LCK,PIB,679
MHT,CHO,496
MIE,GSP,408
MIE,RIC,474
OKC,INT,977
ORF,LAS,2154
PHF,SCE,267
PIB,SDF,505
PIB,SUX,848
ROA,BTR,794
ROA,DSM,787
ROA,TOL,358
SCE,LAS,2034
SCE,PHF,267
SDF,CAK,297
SDF,PIB,505
SUX,BMI,410
SUX,LCK,724
SYR,LAF,589
TOL,MYR,607
TYS,MYR,323
VCV,JQF,2069
DTW,BWG,397
FOE,LAS,1087
INT,JFK,468
INT,PIE,585
LAF,SLC,1313
LNK,SFB,1210
MCO,BWG,659
MEM,LAF,406
NGF,OAK,2395
PHX,FOE,988
PIA,MCO,968
PIE,INT,585
SCE,BDL,279
SHV,DSM,627
SLC,ROA,1728
SYR,RFD,664
ELP,SJT,348
EUG,YKM,213
IFP,RKS,535
MSP,RKS,830
RKS,IFP,535
RKS,MSP,830
RSW,TUL,1066
HRL,MAF,480
SJT,CRP,306
GCC,MSP,608
IFP,GCC,795
PIB,MSP,949
PIT,PIB,804
RDM,RDM,0
YKM,LWS,169
LAN,IFP,1687
YKM,BIL,578
HIB,TVF,163
TVF,HIB,163
JFK,RST,983
MLU,ACT,311
LGA,ITH,179
MOB,RDU,653
HTS,BMG,226
LAN,HTS,323
CMI,DCA,606
DCA,CMI,606
OAK,XNA,1541
RDU,SMF,2345
CAE,MSP,992
ISP,OMA,1188
OMA,CAE,954
ADW,DEN,1485
COS,ADW,1496
ANB,DFW,649
CMI,HUF,66
CMI,MLU,560
CYS,TOL,1090
ELP,PGV,1684
MLU,CMI,560
PGV,ELP,1684
RFD,SWF,774
SWF,LFT,1266
TOL,DFW,942
TOL,LAR,1133
TUL,SWF,1227
XNA,ANB,514
AUS,LGU,1124
GRK,MSY,457
MLU,SJC,1722
MSP,ILG,969
MWA,AUS,720
OAK,MLU,1739
FSD,FSD,0
MSY,ARA,98
ICT,PIT,944
MFE,PHX,965
VCV,GPT,1673
BIF,RAP,860
HNL,RNO,2573
RNO,HNL,2573
STL,DLH,566
ORH,STL,1002
DLH,ORH,1048
OAK,SBN,1919
LAN,OAK,2003
PUB,IND,983
BFL,BGR,2693
BGR,HSV,1182
ALO,LCK,528
LCK,MLI,414
ADW,BJC,1509
BJC,CID,714
CID,ADW,811
FSD,IND,602
CVG,ISP,626
TOL,PVD,640
CAE,OMA,954
AMA,FSM,415
FSM,STC,705
BTR,LWS,1764
LCK,PVD,617
LWS,BTR,1764
PVD,TOL,640
BMI,TRI,448
TRI,BMI,448
OGD,MSP,982
RNO,OGD,426
PHL,BIS,1364
YKM,SMF,546
ALO,CVG,472
CMI,PVD,889
ISP,GSP,643
JFK,ISP,37
TOL,MCO,918
ADW,BFI,2337
RNO,ADW,2283
JQF,MSP,930
BFI,MSY,2088
GFK,SAN,1481
HUF,LAN,270
SAN,GFK,1481
SAV,SVN,9
SWO,SAV,950
COU,GRB,445
CAK,BMI,393
GRK,CAK,1139
SAV,FAR,1313
ATW,PHF,799
GLH,RDU,713
MSP,GLH,795
PBG,MSP,969
PHF,MSP,1022
ROA,PBG,609
ROA,PDX,2257
SMF,RDU,2345
BIS,SAT,1195
GNV,MSP,1206
OMA,CAK,754
SAT,VCV,1161
ANB,XNA,514
ATL,ANB,83
STC,AMA,818
CDC,OAK,500
OAK,CDC,500
COU,LAN,484
DEC,DCA,637
ISP,JFK,37
LYH,DEC,551
LYH,ISP,406
MFR,SUX,1350
MSP,MFR,1489
PSM,GSP,832
SUX,MFR,1350
PSM,MSP,1120
MCC,PTK,1998
PTK,MCC,1998
AGS,FNT,669
PHX,SWO,868
PHL,SLN,1200
GYY,CMH,262
MZJ,RIC,1948
NQX,RIC,927
ORH,PVD,44
MAF,LFT,617
ADW,SAT,1388
SAN,ANC,2452
ANC,CYT,266
CYT,ANC,266
TTN,OAK,2527
WRI,TTN,22
BET,BMX,248
LGB,WRI,2425
MMU,TUS,2104
TUS,WRI,2091
WRI,BWG,674
WRI,MMU,55
LFT,PIB,180
NGU,MCI,1015
ABI,CRP,345
CMH,ABI,1072
YIP,MYR,641
ONT,HOT,1399
SAN,ICT,1166
SEA,RIC,2363
LAX,MHT,2587
CEF,PVD,66
BWI,UAM,7922
PVD,HOU,1571
ORF,STT,1449
DEN,SWF,1601
SBN,CKB,361
MKE,SRQ,1113
HOP,COS,952
FYV,TUP,328
JAC,OKC,900
SFO,NTD,302
SFO,SHV,1651
BIF,HSV,1150
JAC,LBB,837
LAX,VCV,74
ADW,EWR,194
LFT,EWR,1234
TPA,LFT,592
SLN,LAX,1202
LAL,PBI,149
CMI,PHX,1389
CAE,FYV,754
FYV,CAE,754
JAC,MKE,1149
ANC,BIL,1964
JAC,SAT,1183
ORD,GPT,801
GPT,HTS,662
HTS,LAF,274
LAF,HTS,274
SDF,PVU,1397
SYR,COU,892
BIL,DTW,1274
COU,TCL,464
NZC,VCV,2086
DFW,NZC,912
COU,SYR,892
PHX,CAK,1754
SNA,LGA,2449
FOE,DCA,1002
TPA,RNO,2267
TYS,GTR,308
FOE,SLC,875
SNA,PIE,2119
LAX,LGA,2469
TUL,CKB,883
MIA,MHK,1323
FRG,PBI,1041
MSN,ACY,808
DTW,GRK,1110
GRK,RIC,1251
STT,TLH,1473
BKL,DCA,307
LIT,SLC,1156
TCL,COU,464
SJU,TYS,1625
DQK,VCV,2299
OSC,VCV,1922
TOL,OSC,199
OSC,OSC,0
BIL,ABQ,750
SAV,CHA,306
DSM,SEA,1464
LCK,DAY,69
ROA,LWB,43
RST,FWA,424
HOT,PBI,941
SAV,SGF,778
OPF,ALB,1218
BFM,TLH,222
KOA,UAM,3917
NTD,ATL,1985
UAM,NTD,6035
LFT,TPA,592
TCL,TOL,614
BFM,DSM,814
GRB,PBI,1306
ANB,ASN,11
ASN,CLU,393
PHX,RNT,1107
MI2,TCL,662
ELP,HOT,791
LIT,MQY,334
ACT,PIT,1128
FWA,SYR,490
MQY,FSM,444
ELP,BRO,678
PTK,SEA,1911
SEA,PTK,1911
PTK,ROA,411
BRO,PDX,1944
JFK,BRO,1695
PDX,PTK,1939
RFD,BRO,1219
ANB,ELP,1200
MQY,AVL,227
TCL,DTW,662
AVL,PTK,501
BRO,DHN,817
MCI,AVL,720
PHL,BRO,1602
RDB,SCC,386
VA4,HPN,246
BOI,FBK,1906
CHD,BOI,749
FBK,RDM,1750
N1C,OKC,1172
N1C,TUS,1966
OKC,N1C,1172
OKC,YUM,993
RIV,OKC,1123
ALS,ABQ,170
BIL,LBB,910
DAL,SCE,1185
AVP,JQF,492
MCO,JQF,481
BWG,IAG,580
FRG,LEX,627
PBI,FRG,1041
ROA,MQY,375
CLU,ELP,1260
CWA,TUS,1440
HOT,LEX,533
SWF,ORD,713
OGD,LAN,1410
SWF,SUS,897
ABE,SWF,91
SAT,ECP,762
FXE,HKY,661
HKY,FXE,661
CAE,RKH,72
FXE,MDW,1158
ONT,RDU,2192
SEA,LSE,1514
LGB,OGG,2498
OKC,MZJ,812
FNT,ICT,809
ABE,ORF,262
ABQ,ALS,170
MZJ,TUS,35
AGS,SHV,692
LAS,MHR,379
ALB,OKC,1371
ALB,SHV,1303
CNO,TUL,1239
LEX,FRG,627
SHV,LEX,648
SHV,ONT,1378
GPT,HSV,321
CNM,ALM,107
HPN,OAK,2574
MFR,OAK,323
OAK,RDM,454
RDM,OAK,454
LGB,GRK,1201
SRQ,BIF,1463
CKB,FLL,911
FLL,CKB,911
BMI,RSW,1045
ALM,CNM,107
MHT,MIA,1283
MIA,MHT,1283
LGB,MCC,380
MCC,LGB,380
MIA,SRQ,178
LSV,PSM,2376
PSM,DMA,2298
MCO,MLI,1037
MLI,MCO,1037
PDX,LIT,1760
MSY,CAK,901
RDU,ABY,432
PHL,GGG,1202
CMI,PGD,974
PGD,CMI,974
PGD,SDF,806
SDF,PGD,806
IAG,GPT,1039
ORH,SFB,1068
IAG,BUF,16
NGF,SDF,4370
ADW,ANC,3383
ONT,BIL,941
ANC,ADW,3383
BHM,ABY,204
GRB,JAX,1027
JAX,ATW,1020
BIF,MIA,1632
ATL,DMA,1537
SLC,BHM,1472
PVD,PIE,1145
SAN,GRB,1756
MSP,YNG,681
YNG,BWI,256
EFD,GRB,1096
OAK,JAX,2358
BNA,ATW,570
EFD,DTW,1090
GRB,EFD,1096
FNT,STL,453
HON,MCK,313
ATW,LCK,420
CWF,MEM,381
ARA,MEM,362
ONT,MSP,1494
ARA,MSP,1026
PBI,ABY,416
ISN,TVF,345
BFI,TUL,1560
LBB,ELP,294
MHR,SJC,89
HRL,SDF,1077
BZN,CLL,1317
CLL,BZN,1317
LCK,DAL,912
BPT,DAY,882
DAY,BPT,882
DAY,GLH,580
DAY,OAK,2041
GLH,DAY,580
EWR,VPS,988
RDU,BMG,485
VPS,EWR,988
STT,BDL,1688
ABE,PHF,249
TOL,ROA,358
LCK,MCO,790
MCO,ROA,618
MSY,LAF,742
SHV,LCK,792
DSM,CAE,862
MCK,HON,313
LEX,LAS,1686
ABQ,CHD,322
CHD,ABQ,322
TUS,N1C,1966
TUS,RIV,386
LAN,COU,484
MSP,ROA,864
GYY,OSC,282
OSC,PHL,524
MQY,AGS,317
ILN,ATL,401
NGU,LSF,588
TVF,ISN,345
BIL,HLN,174
CVG,IGM,1629
MSY,ATW,988
SJC,MER,75
HNL,DTW,4475
MHR,HNL,2474
RIC,TUS,1937
AVL,MCO,488
MCO,AVL,488
EGE,LGA,1740
COS,EGE,133
PTK,FNT,26
LAS,RDM,647
PSP,SCK,386
RDM,LAS,647
SCK,PSP,386
FNL,GJT,208
FNL,AZA,615
RFD,GRR,188
MSY,ISO,823
ADW,ILN,374
ILN,ADW,374
DAY,ILN,40
BGR,LCK,799
BGR,ILN,852
NGU,IAD,153
BUF,MHV,2169
ILN,BUF,358
SWF,ILN,530
IAH,BQN,1941
LAX,ILN,1947
ATW,OMA,427
LCK,ABE,400
EGE,TUL,648
MCI,GEG,1277
LCK,BDL,556
LCK,ORF,417
ORD,MHR,1769
HRL,PHX,993
LBB,BUR,950
FNT,ROC,308
SFB,BQN,1139
STL,BIL,1048
MHR,MCI,1428
PRC,CEZ,280
BFI,BIS,1014
CEZ,PRC,280
DSM,MCO,1141
MCO,DSM,1141
ATL,GYR,1608
OSC,ATL,748
DFW,GYR,889
TUL,GYR,955
TUS,LCK,1649
FXE,MSY,669
FSD,OAK,1392
MMH,SJC,170
MQY,HLM,469
MSY,ROA,778
FAI,SDF,3067
LAX,YIP,1970
BOS,SVN,906
CAE,LAX,2130
BRO,FSM,675
TWF,MEM,1413
AZA,FNL,615
LAS,OWB,1548
LRD,SFB,1114
OWB,LAS,1548
RDM,AZA,911
SFB,LRD,1114
LAX,VPS,1875
VPS,TPA,297
SFO,BIF,992
SMF,BWI,2395
BQN,GSO,1443
IAH,EUG,1809
EUG,IAH,1809
DSM,TPA,1127
ABQ,ALM,156
SDF,WRI,612
LGA,EGE,1740
ALM,ABQ,156
OAK,ELP,987
JFK,LWB,403
LWB,JFK,403
MHR,SLC,520
LAF,DAL,758
ROA,MSP,864
JFK,ADM,1345
JFK,GPT,1111
ADM,JFK,1345
OGG,ATL,4431
MKE,ANC,2796
IAH,N1C,1129
BWI,HGR,68
HGR,BWI,68
SJU,BHM,1652
ITO,OAK,2328
ANC,SMF,1973
MEM,DOV,849
CVN,ABQ,205
ABQ,CVN,205
GSO,NGU,211
BDL,ILN,608
SAT,HNL,3721
LFT,LAS,1399
IAH,DOV,1293
LAX,DOV,2394
NYL,JFK,2312
MDW,SRQ,1035
SRQ,MDW,1035
SFB,ORH,1068
AFW,TUS,797
PAE,MIA,2733
PHF,MCO,662
BIL,SMF,828
PAE,CVG,1965
MBS,SFB,1030
SFB,MBS,1030
PSM,HSV,1036
WRI,ROW,1717
MDT,RFD,657
RFD,SLC,1188
PSM,MZJ,2308
DOV,CHS,500
JFK,SUU,2548
MIA,SUU,2566
PSM,DOV,365
PSM,WRI,288
WRI,CHS,577
MCC,SUU,40
SUU,MCC,40
WRI,PSM,288
MCC,MIA,2541
MCC,DOV,2449
PSM,SWF,200
ORD,PSM,874
SUU,DOV,2484
MZJ,MCC,708
PSM,NGU,513
DOV,PSM,365
ANC,MHV,2284
ORD,MHV,1697
EDF,WRB,3495
RME,PHL,232
WRB,WRI,714
WRI,PHL,36
YIP,WRI,491
PHL,DOV,53
DOV,PHL,53
EIL,YIP,2877
SEA,DOV,2393
BWI,TIQ,7816
EWR,WRI,52
DOV,WRB,638
NIP,BWI,679
ORD,BIF,1234
SEA,UAM,5663
UAM,NIP,8113
WRB,ANC,3501
COS,EWR,1623
DOV,RFD,746
DOV,SDF,559
DOV,WRI,77
OSC,LRD,1467
RFD,HIK,4181
SDF,OSC,450
WRI,HNL,4951
DOV,ANC,3412
HOP,VCV,1681
NUQ,PHL,2509
HIK,MWH,2793
HIK,TCM,2660
MLB,BGR,1323
BIF,BFI,1369
HIK,SUU,2435
UAM,HIK,3790
EDF,ORD,2839
HSV,BOS,1005
LNS,BWI,68
BWI,LNS,68
PSM,CHS,863
SSC,PSM,816
PSM,SUU,2664
PAM,ATL,255
LAX,PSM,2618
JAX,LCK,646
BDL,GPT,1209
HOP,ANC,3146
SUU,WRB,2181
BGR,NUQ,2773
UXP,ATL,371
NIP,PSM,1069
IAD,HMN,1653
BGR,NJK,2619
HMN,IAD,1653
SSC,DTW,590
TPA,BGR,1385
ANC,DMA,2660
NUQ,PDX,565
GSP,ANC,3420
MSN,ONT,1643
ONT,ITO,2496
LAX,FAI,2465
ANC,OKC,2883
BGR,FLL,1438
FLL,BGR,1438
HSV,MCO,535
DOV,ORD,683
ANC,MKE,2796
HSV,CVG,326
CLT,HNL,4678
WRI,HSV,766
MIA,NUW,2759
ANC,IAB,2769
ANC,SAV,3610
PAE,ICT,1439
HSV,LAX,1803
PAE,HSV,2039
HSV,PAE,2039
CHS,PSM,863
DTW,HTS,269
HTS,DTW,269
EIL,ANC,258
ORD,GRK,932
RNO,AFW,1327
TRI,ORD,481
RFD,SAT,1018
