ORIGIN,DEST,DISTANCE
OKC,BMG,658
TUP,LEX,349
EWR,FRG,40
FRG,MIA,1103
GNV,RDU,472
HPN,GNV,920
LEX,MDW,308
MDW,LEX,308
SAT,CID,932
AFW,BNA,644
AUS,PSM,1725
BNA,DHN,339
DHN,BNA,339
DOV,JQF,387
JQF,DOV,387
CVG,DAB,711
DAB,CVG,711
IND,NGU,576
NQX,MDW,1236
POB,IAD,274
SAV,JQF,226
AVP,NGU,305
CHA,JQF,255
CHA,MBS,589
MBS,CHA,589
MBS,JQF,590
NGU,AVP,305
NGU,EWR,283
PHL,JQF,431
WRI,JQF,463
BAF,BNA,856
BAF,MDW,774
BNA,BAF,856
MDT,BUF,215
RSW,DAL,1005
BUF,MSY,1097
CID,MCO,1097
PVD,LEX,744
MSY,SJU,1720
ADW,MDW,610
CID,RDU,809
CPS,MEM,244
DHN,FLL,484
DHN,FRG,934
FLL,CPS,1040
HPN,DAL,1395
MEM,DHN,367
PIT,DHN,696
JAN,CSG,301
MYR,BHM,451
MIA,PHF,812
PHF,LGA,288
JFK,TLH,922
TVC,SYR,486
COU,SDF,354
GYY,AOH,187
LAN,LAN,0
SDF,FLO,434
TRI,LAN,450
YIP,COU,514
CAK,MKC,708
FWA,BUF,359
GYY,HSV,483
ICT,YNG,928
MCI,CLU,473
MOT,LAN,892
SEA,MOT,977
YIP,BIS,904
BIS,YIP,904
CLT,JZT,943
DAL,DRT,340
GRR,ELP,1373
JZT,GSP,869
LAN,BWG,413
LBE,GYY,429
SEA,BIS,1015
SEA,YNG,2080
YIP,LBE,254
BRO,SUS,963
ICT,NYL,1030
FAR,ATW,442
OMA,OKC,418
BHM,CRW,440
GRR,GRB,171
MKE,BTV,745
CLU,LRD,1123
JZT,MFE,452
LRD,RWI,1390
RWI,YIP,534
HOU,STT,2060
VCV,SLC,519
TUS,LAW,743
STT,TPA,1297
DTO,PAE,1652
PAE,TVC,1753
MFE,SAN,1226
MFE,YUM,1082
TUS,MFE,869
ALO,SDF,464
BTL,LEX,297
HUF,ELP,1192
MKG,GRR,41
RFD,JAN,684
BZN,MEM,1334
GFK,SJC,1448
ROW,LRD,499
SJC,GFK,1448
ABI,MGM,777
ALO,FNL,670
BED,TOL,646
CLL,PUB,705
FNL,ALO,670
FNL,BFF,123
FNL,LAS,628
FNL,MSO,636
LAS,FNL,628
MSO,FNL,636
PUB,CLL,705
SAT,CMH,1139
TOL,FNL,1108
ORD,FOE,459
AVL,YIP,472
AZO,MEM,551
BNA,LRD,955
CYS,BFI,969
GYY,PSM,854
PUB,LAS,607
SDF,CLU,76
AFW,DRT,328
BFI,FSD,1264
DAY,PSM,728
EVV,TUL,478
FSD,YIP,676
LRD,PGV,1412
LRD,PSM,1925
MQY,MCI,503
PGV,BTL,625
TUL,GYY,590
ATL,BRO,944
ATL,LRD,988
AZA,YIP,1649
CNO,AZA,348
DAY,MQY,296
FWA,AMA,982
FWA,ROC,414
JZT,AMA,318
LAN,JZT,976
MCI,UIN,193
TUL,BRO,715
UIN,YIP,430
YIP,CNO,1930
CNO,BWG,1765
ELP,NYL,485
MCI,NYL,1202
MCI,PSM,1268
MFE,MFE,0
YIP,ONT,1925
BRO,ATL,944
CMH,BRO,1283
MDT,SAT,1430
BED,SAT,1753
LNK,CLL,708
LRD,BED,1887
DCA,SJC,2424
SAN,MKC,1337
SFO,CIC,153
LMT,SFO,315
ELP,IAD,1697
BKG,DAL,328
DAL,BKG,328
JAN,MDW,666
MAF,OKC,356
MDW,JAN,666
HOU,JAN,359
MSY,MAF,721
LBB,HOU,474
SXQ,TYE,42
BGR,BNA,1111
LGB,DEN,854
HGR,LRD,1501
HSV,LAN,574
LAN,BHM,646
BFI,LAN,1853
GYY,TOL,187
IAH,BFI,1876
LGB,GYY,1757
LRD,JFK,1717
MCO,LRD,1110
YNG,LRD,1424
CLE,MKG,255
ELP,GSP,1410
CLE,LRD,1382
DRT,CLE,1354
LRD,NYL,972
LRD,PBI,1193
NYL,LRD,972
PHX,LRD,851
SGF,PAE,1634
LRD,ICT,706
LRD,PIT,1414
PIT,LRD,1414
AUS,ABE,1441
HGR,MQY,544
JZT,SKF,243
LRD,TUL,632
ELM,LRD,1622
LGB,IND,1803
LRD,PHX,851
BRO,LEX,1122
LRD,BTL,1295
DRT,CHA,999
DRT,CMH,1257
LRD,ABE,1639
HGR,DAL,1165
BWG,DTW,397
MRC,PTK,530
PTK,CSG,705
LAS,LGU,432
LGU,LAS,432
MOT,PHX,1165
DEN,CPS,783
LWB,ATL,369
BWG,SAT,864
PGV,MSY,843
SAT,BWG,864
BOS,COS,1778
GSP,TPA,477
ICT,CMH,800
JAN,LGA,1071
LAX,MGM,1852
RFD,MDW,75
RSW,LAS,2070
STL,BHM,411
TPA,RFD,1048
LBB,MCI,554
BKG,MKE,525
JAN,ECP,287
MGM,ECP,138
JAN,TPA,541
CLT,ECP,437
DAL,MFE,467
ECP,MSY,268
JAX,ALB,951
ATL,HRL,942
BNA,CRP,857
DAL,BTR,372
MCO,AEX,703
MEM,ECP,404
MSP,SUX,233
MCO,NQA,693
MKE,ABQ,1142
MKE,CYS,877
STL,PVD,1020
HOU,SPI,771
IND,CYS,979
PHL,ECP,886
BWI,PNS,846
IAD,ECP,758
RDU,ECP,556
SOP,BDL,587
EYW,AGS,607
EYW,BHM,690
CHS,SLC,1840
SLC,CHS,1840
GPT,GPT,0
CLT,ISO,189
HOU,XNA,461
ISO,GSO,141
LAN,FWA,128
RSW,SFB,158
SFB,FLL,198
SFB,SRQ,125
GPT,ICT,692
ICT,GPT,692
LAN,TOL,91
ROA,CAK,260
PHF,BOS,464
FSD,MFR,1322
OKC,AGS,903
PSM,DTW,641
SBN,PSM,797
TUL,AGS,815
BOS,PSM,50
PSM,SBN,797
SRQ,BNA,648
CVG,SRQ,812
DSM,TLH,927
FAR,GEG,973
LEX,SYR,568
MEM,GNV,582
SCE,GNV,809
TLH,DSM,927
LEX,BNA,175
TLH,CVG,597
AUS,CHA,799
AUS,CSG,769
BDL,AGS,779
DAY,CHA,340
DAY,HSV,389
ECP,BHM,228
JAN,BHM,212
MCO,RST,1234
MEM,FAR,893
MIA,RST,1425
MLB,AGS,371
MSY,CSG,360
OKC,HSV,616
CLE,CSG,636
CVG,MLB,789
JAX,DAB,98
MLB,MCO,46
SRQ,JAX,220
BUF,GSP,586
BWI,AGS,497
CVG,TLH,597
LGA,SVN,727
MEM,AGS,473
MSY,TLH,355
OMA,AGS,940
PBI,MSP,1451
PWM,CHA,992
SVN,ATL,221
TYS,RSW,653
BUF,CAE,634
JFK,MLB,948
JFK,TYS,647
MCO,HSV,535
PIT,BHM,598
DSM,LFT,787
GFK,GEG,946
JAX,DSM,1012
LFT,JAX,615
PIT,GFK,983
SFB,MGM,392
AEX,HLM,865
HLM,MIA,1218
CMX,MFD,529
DAY,MFD,110
GEG,GFK,946
MFD,DAY,110
OCF,SFB,66
SFB,ELP,1514
SFB,BRO,1014
AZA,SFB,1825
BRO,TUS,922
LAW,TUS,743
NTD,NYL,280
NYL,ELP,485
AEX,SGF,411
BNA,CEF,866
EWR,GFK,1239
GFK,AEX,1172
GFK,EWR,1239
GFK,PIT,983
HOU,AEX,200
PAH,PHF,678
PHF,GFK,1286
SGF,GFK,763
DCA,BFF,1411
LWS,LAX,861
ORD,ENA,2890
BMG,EWR,669
MSN,BWI,714
LCK,LAN,222
LGA,LAR,1653
LZU,YIP,570
CMI,IFP,1475
FLG,GJT,325
MSY,UTM,323
GYY,UTM,504
LAN,UTM,639
PBI,UTM,822
UTM,GYY,504
UTM,LAN,639
UTM,XNA,249
XNA,UTM,249
SFO,ITO,2318
OKC,SCE,1137
FOE,CLL,578
FOE,OSC,738
LAX,LAN,1920
LEX,FOE,602
SCE,ACT,1252
ADS,ACT,96
AHN,CLL,797
AHN,MHK,823
AUS,AHN,879
AUS,YIP,1143
BNA,MHK,586
BTR,CID,783
CLE,BTR,912
CLL,AHN,797
CLL,FOE,578
CLL,MSP,1000
FOE,JAN,555
SCE,CLL,1254
BAF,RDU,542
BLV,ORD,258
CID,CLL,821
CLL,SHD,1127
FRG,TYS,667
GEG,FAR,973
OKC,BAF,1416
OKC,BLV,481
OKC,LWB,970
PAH,RDU,562
PVU,CLL,1089
RST,OKC,647
SHD,SWO,1012
SMX,GEG,891
STL,SMX,1681
SWO,SBN,694
TYS,PAH,280
GFK,PHL,1223
GFK,YIP,773
PHL,GFK,1223
YIP,GFK,773
ADS,IAH,224
ADS,SFO,1474
OMA,ADS,577
BQN,MSY,1655
ADS,SGF,354
SGF,ADS,354
SHV,SGF,332
TOL,COU,484
ADS,COU,479
ALO,SGF,370
COU,FOE,186
FOE,IND,504
FOE,MCO,1097
FOE,SGF,171
IND,FOE,504
MCO,FOE,1097
SGF,ALO,370
FYV,HOU,443
HOU,FYV,443
SBN,SWO,694
SGF,UTM,245
BHM,UTM,220
UTM,BHM,220
UTM,SGF,245
SCE,LCK,278
PDX,LCH,1911
SFO,CAE,2313
ATW,COS,918
BUF,PHF,418
BUF,SFB,986
ELM,TPA,1028
FLL,BTV,1327
FLL,ELM,1124
FWA,TPA,909
GTF,IDA,276
LEX,RSW,810
OAK,MFR,323
PIA,RSW,1075
PIE,BUF,1060
PSM,MCO,1167
RAP,DLH,562
RSW,FWA,1015
RSW,GSP,577
RSW,PIA,1075
SFB,STC,1352
SPI,PIE,915
STC,SFB,1352
SYR,PHF,413
VCV,TRI,1964
YNG,ROA,274
YNG,RSW,1017
AMA,GRK,364
ATW,MLI,219
AZA,DSM,1137
ENV,BZN,378
FAR,TPA,1519
GRR,DSM,428
MLI,RSW,1143
AZA,CPR,720
DLH,FAR,219
DLH,SFB,1379
GRR,ATW,178
LAS,STC,1279
MLI,FLL,1214
PHF,SFB,638
PIE,GFK,1586
SFB,DLH,1379
SFB,PGD,136
SFB,PHF,638
SGF,GRI,368
SWF,PBG,220
BWI,FAT,2334
FAT,BWI,2334
SFB,FNT,988
BFL,BWI,2328
IAD,FSD,1051
XNA,EUG,1612
ACT,AMA,359
BHM,SFB,464
BZN,ENV,378
CRP,ENV,1296
FSD,DAB,1319
LAS,ENV,326
SFB,BHM,464
IDA,MSO,255
RAP,SGU,732
SBN,PHX,1514
SBN,AUO,629
CYS,SLC,376
FLL,PIE,201
GRI,SLC,715
GRR,GSP,579
ALO,BNA,539
BDL,TOL,575
BHM,FOE,620
BLI,RNO,656
BNA,ALO,539
BWI,SFB,763
CSG,AUS,769
DFW,MLB,1031
DRO,ENV,418
FOE,BHM,620
FSD,SMX,1400
GGG,OGD,1133
GRI,ICT,234
HTS,PVD,633
HUF,LYH,464
LAX,MWH,917
LYH,HUF,464
MLB,DFW,1031
MWH,LAX,917
PVD,HTS,633
SAV,BFM,419
SAV,SFB,231
SBN,ENV,1440
SMX,FSD,1400
TOL,BDL,575
TYS,PBI,670
MHT,PTK,609
PTK,FLO,618
BAF,CAK,460
BPT,AMA,577
CAK,BAF,460
CVS,ORD,987
CYS,SJC,953
DAB,IAD,704
DAY,BAF,620
DEN,PIH,462
ENV,BPT,1347
ENV,DRO,418
ENV,MLI,1226
ENV,SBN,1440
FAY,SWF,519
GSO,ILG,342
HTS,ROA,158
IAD,DAB,704
ILG,GSO,342
LCK,MBS,263
MBS,LCK,263
MER,BWI,2367
MKE,PIA,183
MLI,ENV,1226
MLI,YNG,511
ORF,TLH,649
PGD,FSD,1415
PIA,ENV,1274
PIH,DEN,462
PIH,PDX,529
SAV,ELP,1475
SJC,CYS,953
SPS,GJT,660
SWF,FAY,519
TLH,IAD,708
TWF,CVS,823
YNG,MLI,511
CDC,MHR,450
DAY,FAY,448
DSM,RSW,1236
FAY,DAY,448
GFK,OGD,866
OGD,GFK,866
ORF,SFB,631
PDX,PIH,529
PGD,BUF,1120
PIH,LAX,694
SAV,SLC,1804
SFB,ORF,631
SLC,SAV,1804
SMF,AZA,669
SMX,PIH,696
TLH,ILG,809
BTV,TRI,735
FWA,RSW,1015
IAG,HTS,378
IAG,SRQ,1102
LAS,YKM,776
PBG,RSW,1331
PIE,BTV,1258
SPI,SRQ,950
PHL,DLH,977
BOS,LSE,1027
SPN,ANC,4458
MSN,LAS,1454
ACT,OKC,261
DLG,OTZ,558
BFI,PTK,1910
PTK,MGM,733
BOI,FSD,976
SBN,PVD,769
ACT,ATL,759
ATL,PSP,1840
FOE,ATL,726
MEM,TRI,437
PSP,ATL,1840
TRI,CVG,216
BNA,SNA,1772
AUS,FSD,925
RNO,FAR,1261
SNA,FSD,1326
FWA,MDW,144
BUF,TVC,364
LGA,ABQ,1821
SYR,SLC,1841
BHM,BUR,1810
BHM,LAX,1815
MCO,AGS,343
LAS,CHA,1682
SIT,CDV,434
YAK,PSG,308
ANC,CYS,2330
BOS,SHV,1423
AUS,RNO,1405
BHM,RFD,609
BUF,MSN,537
DSM,FLL,1315
EYW,DAL,1078
GRR,BUF,345
GSP,MCI,753
HOU,ALB,1495
LAS,ROC,2040
LAX,GSP,2057
LIT,MSP,702
MGM,LAX,1852
OMA,BHM,732
PHX,ACT,871
PHX,ORF,2029
ROC,RSW,1166
TPA,CID,1090
AMA,BOI,965
CRW,GFK,1024
GFK,GRR,665
ACT,SBN,922
ALB,BTR,1276
AMA,BNA,847
BDL,HOU,1519
BTR,ALB,1276
BTR,CKB,865
ELP,ORF,1753
FLL,ICT,1288
FNT,JAX,867
LNK,LAX,1279
LNK,SAT,786
OAK,ACT,1479
OKC,GEG,1328
ORF,ELP,1753
PIT,TUS,1798
PVD,SAT,1728
SAN,GEG,1027
SAN,SWO,1170
BKG,MCO,890
HOU,TUS,945
JAN,AUS,472
LNS,MCO,855
MCO,BKG,890
MCO,LNS,855
PIT,ICT,944
ALB,JAX,951
BOS,FNT,650
BWI,LAR,1534
CAK,ALB,414
CAK,BFF,1150
DAY,OMA,621
FNT,ECP,877
FNT,MKE,211
LGA,CRP,1614
MCO,BTR,610
MCO,LAR,1636
MDW,VLD,799
PIT,ECP,765
PIT,OMA,821
PWM,TPA,1277
RNO,STL,1574
ROC,ALB,198
SAT,RSW,1041
SLC,LAR,331
TUS,CMH,1653
VLD,JAX,97
BUF,ISP,326
CAK,COS,1241
CAK,ICT,885
CHS,MSY,636
CLT,HRL,1169
ECP,CHA,324
ELP,MCO,1516
JAX,MCN,191
LGA,AEX,1228
OKC,AFW,167
OMA,LGB,1322
PHL,PUB,1570
PHX,CMI,1389
PVD,RDU,566
SAN,PUB,810
SFO,DAY,2051
SMF,OMA,1370
STL,AFW,556
STL,AMA,672
SUX,DEN,466
DCA,HHH,501
HHH,DCA,501
AMA,SFO,1161
BDL,ECP,1081
GRK,MSP,985
HOU,CAK,1100
JAN,LAX,1642
LAX,ROW,801
MCO,LBB,1266
MKE,BFF,805
MSP,AMA,803
SMF,TUS,752
STL,PBI,1023
ABQ,RSW,1584
ACT,DAL,88
AUS,ACT,101
AUS,ISP,1559
BNA,PBI,757
BWI,PUB,1499
EWR,SPI,821
FNT,DEN,1105
HOU,COS,829
HOU,SBN,971
LAX,PNS,1837
LGA,PVD,143
MKE,ELP,1270
PDX,ORF,2454
PHL,CYS,1552
PVD,COS,1759
PVD,DEN,1737
RDU,CRP,1231
SAT,COU,733
SBN,HOU,971
TPA,ELP,1452
ABQ,TPA,1498
AMA,EWR,1544
AMA,SAN,904
GCK,DEN,251
HOU,PIB,376
MCO,AMA,1285
PIB,HOU,376
RIC,MCN,488
SJU,ECP,1489
STL,GCK,565
STL,TUS,1244
DAY,CYS,1085
DEN,CRP,929
HOU,SWF,1440
LAX,CRP,1310
MDW,BPT,888
MLU,ELP,841
PHX,ECP,1551
SGF,YNG,735
STL,RST,373
SWF,HOU,1440
YNG,SGF,735
ALB,PBI,1163
FAR,YNG,891
HOU,HTS,944
HOU,MLU,275
HTS,HOU,944
ONT,STL,1546
RDU,BPT,974
YNG,FAR,891
ALB,ICT,1294
BMI,PSM,950
BWI,CAK,280
COU,MCO,952
ECP,DCA,769
ICT,ALB,1294
PSM,BMI,950
RDU,ONT,2192
FRG,STL,912
ORD,LUK,270
AEX,MOB,259
BOS,BZN,1991
BUF,BED,380
HOU,SDF,803
SLC,BED,2090
CVG,GFK,877
DAL,BED,1543
PIT,OKC,1010
SYR,INT,529
TLH,ABQ,1332
BKL,PHL,357
BRO,MSP,1329
LRD,EWR,1700
GYY,STL,252
ROW,BRO,665
SLC,BRO,1323
BRO,OMA,1065
DEN,BRO,1049
MSP,GYY,370
BRO,CPS,970
GYY,EWR,693
MIA,TVC,1339
RIC,BRO,1424
BRO,BRO,0
GYR,BRO,1036
HOU,SHV,211
MCI,CPS,251
MKE,FRG,762
PHX,BRO,1018
PSP,MKE,1665
STL,PSP,1492
BRO,HOU,289
IND,SJU,1902
LGB,MKE,1747
ORF,PTK,553
PDX,PIT,2148
PHX,FRG,2173
SJU,MKE,2119
TPA,FRG,1021
BRO,COU,940
BRO,JFK,1695
BWI,SWO,1136
CKB,CVG,239
CKB,MIA,930
COU,BRO,940
LAN,MIA,1196
LEX,AUS,922
MCO,BED,1119
STL,FRG,912
SWO,RDU,1024
BED,MCO,1119
PDX,BED,2521
BQN,DAL,2090
SAT,LBE,1307
LAW,BRO,599
SKF,AZA,818
SKF,BUF,1444
FWA,FRG,617
PSM,FRG,210
BED,CMH,628
DEN,MKC,541
LGB,SYR,2342
MDT,CKB,195
SWO,BWI,1136
SYR,YIP,383
IFP,CMI,1475
ACT,HPN,1459
BZN,GJT,478
SEA,MWH,142
KTN,PDX,784
PDX,FAI,1640
SWO,OKC,60
OKC,SWO,60
CLL,OSC,1189
CLL,AUS,83
LAF,SWO,624
SMF,PUB,926
AEX,PGD,707
BGR,PGD,1433
FAR,PGD,1599
PGD,BGR,1433
PGD,TUL,1038
RFD,RFD,0
TYS,HTS,193
MSP,LRD,1244
AEX,GYY,765
BNA,AZA,1431
BUF,AEX,1103
CID,GEG,1324
DAY,HOU,945
LGB,MSN,1679
MSN,SJC,1757
OGD,SAN,650
SAN,OGD,650
SAT,DAY,1078
SCE,SDF,460
SJC,SCE,2356
SMX,DAY,2009
AUS,PGD,979
IAH,AZA,987
LBE,AUS,1241
PGD,LBE,932
AEX,LAW,407
AEX,MCI,563
EWR,TOL,506
LAW,AEX,407
SYR,AEX,1214
LBE,GSO,289
MWH,SFO,680
SFO,AZA,673
AEX,BED,1400
AEX,PVD,1371
SAT,GYY,1038
AZA,CRP,925
AZA,TLH,1614
CRP,MEM,669
LNK,EUG,1364
NTD,TUS,494
OMA,TCL,720
TCL,LNK,729
TCL,TLH,273
TLH,TCL,273
AZA,NYL,177
LAW,AZA,765
NTD,AZA,434
TUS,NTD,494
TUS,SKF,759
AEX,SJU,1881
BNA,AEX,473
LRD,MIA,1191
MDT,BTR,1048
OMA,BRO,1065
TOL,OMA,627
SJU,AEX,1881
FAI,PDX,1640
AZA,ROW,412
LIT,LBB,554
ROW,SAT,442
BFI,DEN,1026
BZN,LIT,1252
GFK,SGF,763
LIT,BZN,1252
RNO,BFI,569
EWR,AZA,2118
NYL,EWR,2292
SAT,HSV,770
ABI,BPT,376
BPT,ABI,376
CDC,GFK,1071
DAB,DOV,757
DOV,DAB,757
FNL,GEG,795
FNL,SMF,892
GEG,FNL,795
GFK,CDC,1071
HTS,MQY,272
LCH,RDU,926
MQY,CHS,427
MQY,HTS,272
GFK,TOL,789
RNO,AZA,621
ANB,CMI,465
BGM,LUK,492
BMG,DAL,719
CMI,ANB,465
CMI,LAS,1485
DAL,BMG,719
DAL,GEG,1486
FNL,GFK,647
GEG,DAL,1486
GFK,FNL,647
GSO,LFT,807
HLN,MFR,612
ISP,MYR,586
LAS,CMI,1485
LEX,SAN,1865
LNK,TLH,1002
LUK,BGM,492
MFR,HLN,612
MFR,MCI,1484
MKC,MFR,1494
MYR,ISP,586
OMA,VPS,911
PUB,SJT,529
SAN,LEX,1865
SJT,PUB,529
SJU,BED,1684
SMF,FNL,892
AEX,KIP,388
AEX,MYR,811
GEG,LNK,1128
KIP,AEX,388
LNK,PUW,1092
ANB,CLL,650
CLL,ANB,650
CLL,ILG,1328
COU,LUK,420
CRW,MLU,714
CSG,LUK,455
DAB,IND,785
GYY,BUF,454
HPN,CVG,597
ILG,CLL,1328
IND,DAB,785
INT,MSP,911
LCH,ATL,571
LUK,COU,420
LUK,CSG,455
LUK,RIC,401
MIA,CMI,1085
MLU,CRW,714
MSP,INT,911
RIC,LUK,401
TLH,LNK,1002
YIP,SYR,383
ATL,AZA,1568
AZA,PUB,528
PUB,ATL,1167
TYS,AZA,1582
DAL,MSL,547
JAN,FLL,737
MSL,AEX,371
SBN,OSC,240
ACK,LUK,773
BDL,YIP,558
LUK,ACK,773
LUK,MFE,1198
YIP,BDL,558
SAN,MFE,1226
ADS,SYR,1324
MIE,SYR,519
SYR,MIE,519
SYR,OSC,376
AZO,ROA,450
BAF,SCE,281
BAF,YIP,555
OSC,BAF,561
ROA,AZO,450
ROA,SBN,454
SCE,BAF,281
COU,OCF,877
COU,YIP,514
OCF,GNV,36
RIC,YIP,464
MLI,COU,203
MLI,SUX,310
MLI,YIP,364
INT,SYR,529
SWO,ACT,314
PTK,BED,619
BNA,EUG,1994
DAL,SAV,914
OKC,LEX,743
SAV,DAL,914
MIA,LWB,831
GCK,LAN,913
GCK,PHX,706
LAN,GCK,913
PDX,GCK,1242
OMA,FLL,1383
TVC,SJU,2136
BED,BOS,16
DTW,CPS,438
AUS,LEX,922
MKE,SJC,1829
SAT,ABI,211
MCI,GRK,594
SMF,ABI,1304
ABQ,SPS,469
LAX,GRK,1216
RIC,GRK,1251
LAS,AFW,1038
ORD,GGG,760
PSP,PIA,1544
SJC,AFW,1421
IAH,ABI,307
MSY,LBB,725
RIC,OKC,1137
SAN,OKC,1137
ATL,GGG,603
JAX,GRK,960
SLC,AFW,972
STL,SPS,559
DTW,AFW,994
ONT,LBB,907
TUS,TUL,906
ORF,HOU,1209
PIT,GGG,979
RIC,AUS,1271
GRK,PDX,1666
LNK,CVG,653
JNU,FAI,624
SEA,MLI,1614
GEG,OKC,1328
ORD,PIE,1014
PIE,TPA,10
DFW,PTK,1002
MDW,DFW,797
PDX,MSN,1644
PVD,DAY,682
SEA,RFD,1659
ORD,CYS,876
PHX,SPI,1313
ORD,LCH,869
SAN,SBN,1800
AUS,RFD,955
ATL,SWF,783
SWF,ATL,783
CHS,ILM,155
PBI,CLE,1020
MHK,SWO,207
ABQ,EGE,318
BOS,CAE,799
COS,EGE,132
ABI,OKC,238
CRP,OKC,525
MEM,ABI,587
MFE,OKC,636
CLE,AFW,1029
ELP,ABI,395
ICT,ABI,383
MFE,AFW,472
IAG,DTW,233
LGA,IAG,307
COS,AFW,576
XNA,BTR,436
MYR,TPA,447
OAK,STS,63
KTN,GST,261
BMG,IAH,803
IAH,BMG,803
EWR,BMG,669
MMH,SNA,278
SEA,CRP,1906
GSO,PWM,729
AMA,AMA,0
AMA,DTW,1100
TOL,MKC,594
TOL,MKE,230
DAL,FWA,854
MKG,DAL,916
MQY,DFW,637
SAT,FWA,1086
GBD,HYS,41
DFW,BFI,1662
YIP,IAH,1070
CNO,PIA,1599
LIT,LIT,0
LRD,SEA,1846
YIP,LGB,1961
MOB,STL,568
LRD,XNA,674
XNA,LRD,674
YIP,TUS,1656
LRD,ABQ,667
SEA,YIP,1918
YIP,SEA,1918
SAN,FLG,358
FSD,FLG,987
CNO,FNT,1924
DRT,DFW,335
LRD,ONT,1166
ONT,CNO,6
FLG,SLC,390
PDX,FLG,921
BFI,AFW,1646
BFI,PSM,2481
MQY,AFW,650
GFK,FLG,1156
ROC,YIP,304
FLG,GFK,1156
MCO,EFD,842
MHT,DAL,1545
MSY,SAV,557
FLG,ABI,715
FLG,FSD,987
SWO,DFW,225
DCA,ONT,2265
BOS,ILM,672
ABI,FLG,715
SJU,EFD,1990
CMH,SNA,1974
ORF,LIT,911
STL,SNA,1569
LAS,MDT,2094
DAY,ICT,729
PDX,AMA,1308
JAX,GGG,780
PHX,MSN,1396
SAT,SPS,307
LBB,GRK,294
ABQ,EWR,1805
BOS,GTF,1988
BQN,BDL,1648
LGB,BTV,2492
PDX,BUF,2157
RSW,SWF,1120
SEA,ROC,2166
SFO,ROC,2361
SJC,ROC,2346
BQN,BOS,1660
FLL,AVP,1082
LAX,ALB,2468
PBI,ALB,1163
SYR,PBI,1155
FLL,OAK,2576
OAK,FLL,2576
SFO,AVP,2477
ABQ,BOS,1974
LAS,SWF,2226
SAN,ACY,2406
SEA,BUF,2122
SFO,ACY,2562
SJU,FWA,1925
SJU,PIA,2079
BOS,MOT,1519
BQN,PSE,50
MOT,SEA,977
SAN,RDU,2193
LGB,AVP,2361
SJU,ACY,1536
ILM,CHS,155
LNK,PBI,1364
PBI,LNK,1364
CAK,CHO,249
CHO,CAK,249
COU,SFB,936
CYS,PBI,1725
EUG,SAN,850
GNV,YIP,868
GRR,LWS,1561
INT,PIB,615
LGB,IAD,2277
LSE,TPA,1199
LWS,GRR,1561
PBI,CYS,1725
PIB,INT,615
PVD,MIA,1209
SAN,EUG,850
SFB,COU,936
TCL,PBI,637
TPA,LSE,1199
YIP,GNV,868
BQN,ACY,1511
BUF,LAN,298
CAK,RFD,406
ELP,LWS,1154
HOU,SFB,850
LWS,ELP,1154
LWS,OAK,654
MGM,ELP,1171
MQY,PIB,352
OAK,LWS,654
PBI,CRW,810
PGV,TPA,608
PIB,MQY,352
RDU,SJU,1433
RFD,CAK,406
SAN,BUF,2196
SAV,TPA,297
SFB,HOU,850
TPA,PGV,608
TUL,TPA,965
YIP,PVD,624
CHS,PBI,428
CVG,PGV,465
FLL,SLC,2083
ILG,PSM,342
PBI,BNA,757
PGV,CVG,465
PSM,ILG,342
BOS,BQN,1660
PGV,SFB,523
SFB,PGV,523
IAH,PVD,1559
DTW,LAF,224
LWS,EUG,340
PHL,SHV,1155
MIA,CRP,1071
SFO,JAX,2366
CIC,SFO,153
YUM,LAX,237
SEA,EFD,1901
LAS,LFT,1399
SJU,IND,1902
PHL,FAR,1185
BDL,LNK,1249
OMA,CID,220
TUS,FAR,1266
MKE,FSD,448
BZN,FAR,689
DEN,DLH,791
DTW,MLB,985
MKE,HSV,576
ABQ,FAR,965
DEN,RST,686
MKE,RST,241
ORD,CSG,673
BWI,HSV,641
LGA,FSD,1186
PWM,ROC,372
ACT,SNA,1210
MTJ,OKC,608
IAH,GGG,169
BWI,GGG,1114
MSY,ABI,582
RDU,GRK,1146
TPA,PIA,965
DFW,RST,798
MCI,SPS,422
DCA,GGG,1088
RDU,AFW,1075
SHV,MCO,796
FTW,SWO,231
MFE,GSP,1126
DRT,ELP,365
JAN,MQY,326
MQY,JZT,647
MQY,SAT,825
ROC,MQY,680
SHV,TDF,887
AFW,PUB,545
MVN,JAN,420
CLE,TOL,102
JAX,SFB,121
LAN,YNG,227
YNG,BTR,943
YNG,CAK,46
MDW,SBN,74
SRQ,SFB,125
PHF,PHF,0
DAY,SWF,542
PHF,BZN,1879
SWF,DAY,542
ACY,PHF,191
PHF,IAD,136
PHF,PIT,307
PIT,PHF,307
FSD,MDW,474
MFR,FSD,1322
PHX,LGA,2149
TUL,ABI,339
PSP,SPS,1034
BNA,ABI,786
BWI,AFW,1229
OMA,AFW,579
EWR,BFF,1527
MSY,PGV,843
SMF,HOU,1624
DFW,LNK,549
DSM,AMA,616
IAD,AFW,1183
BNA,ISO,513
ISO,CLT,189
CVG,FAR,819
FOE,MEM,414
IAD,LGB,2277
MKE,EUG,1762
SLC,RDU,1823
MSN,ADW,716
LAX,SRQ,2171
BWI,DLH,945
PHX,FSD,1081
MSP,BFI,1398
MKC,SLC,929
PIA,FAR,559
BDL,SLC,2027
MSP,SGF,527
ORD,LAF,119
